# t qw qx qy qz x y z vx vy vz p q r ax ay az
0.493 0.982332 0.0166206 0.104482 -0.154372 -1.08575 0.496332 0.91162 -0.526934 -2.55762 -0.00885329 -0.263637 -0.0427174 1.32259 2.75406 2.02571 0.666476 
0.494 0.982439 0.0165568 0.10447 -0.153709 -1.08627 0.493775 0.911611 -0.523613 -2.55657 -0.00877997 -0.264058 -0.0450407 1.32457 2.76712 2.01405 0.670002 
0.495 0.982545 0.0164927 0.104457 -0.153044 -1.08679 0.491219 0.911602 -0.520284 -2.55552 -0.00870579 -0.264472 -0.0473556 1.32654 2.78004 2.00237 0.673478 
0.496 0.982651 0.0164283 0.104442 -0.152379 -1.08731 0.488664 0.911594 -0.516947 -2.55449 -0.00863076 -0.264882 -0.049662 1.32849 2.79284 1.99066 0.676903 
0.497 0.982757 0.0163636 0.104426 -0.151712 -1.08783 0.48611 0.911585 -0.513602 -2.55347 -0.00855492 -0.265286 -0.0519599 1.33042 2.8055 1.97893 0.680277 
0.498 0.982862 0.0162986 0.10441 -0.151044 -1.08834 0.483557 0.911576 -0.51025 -2.55246 -0.00847826 -0.265685 -0.0542494 1.33234 2.81804 1.96717 0.683598 
0.499 0.982968 0.0162334 0.104392 -0.150376 -1.08885 0.481005 0.911568 -0.506891 -2.55146 -0.0084008 -0.266078 -0.0565305 1.33424 2.83044 1.9554 0.686866 
0.5 0.983073 0.0161678 0.104372 -0.149706 -1.08935 0.478454 0.91156 -0.503524 -2.55047 -0.00832257 -0.266465 -0.0588031 1.33613 2.8427 1.9436 0.690081 
0.501 0.983178 0.0161021 0.104352 -0.149035 -1.08986 0.475904 0.911551 -0.50015 -2.54949 -0.00824358 -0.266847 -0.0610672 1.338 2.85483 1.93177 0.693241 
0.502 0.983283 0.016036 0.104331 -0.148364 -1.09035 0.473355 0.911543 -0.496769 -2.54852 -0.00816384 -0.267224 -0.063323 1.33986 2.86683 1.91992 0.696346 
0.503 0.983388 0.0159697 0.104308 -0.147691 -1.09085 0.470807 0.911535 -0.493381 -2.54756 -0.00808338 -0.267595 -0.0655702 1.3417 2.87868 1.90805 0.699395 
0.504 0.983493 0.0159031 0.104284 -0.147017 -1.09134 0.46826 0.911527 -0.489987 -2.54661 -0.00800221 -0.26796 -0.0678091 1.34353 2.8904 1.89616 0.702387 
0.505 0.983597 0.0158363 0.104259 -0.146343 -1.09183 0.465714 0.911519 -0.486586 -2.54567 -0.00792036 -0.268319 -0.0700395 1.34534 2.90198 1.88424 0.705321 
0.506 0.983701 0.0157692 0.104233 -0.145667 -1.09231 0.463169 0.911511 -0.483178 -2.54475 -0.00783783 -0.268673 -0.0722615 1.34713 2.91341 1.8723 0.708198 
0.507 0.983805 0.0157019 0.104206 -0.144991 -1.0928 0.460625 0.911503 -0.479763 -2.54383 -0.00775465 -0.269021 -0.074475 1.34891 2.9247 1.86034 0.711015 
0.508 0.983909 0.0156343 0.104178 -0.144313 -1.09327 0.458081 0.911496 -0.476342 -2.54292 -0.00767085 -0.269363 -0.0766801 1.35068 2.93585 1.84835 0.713773 
0.509 0.984012 0.0155665 0.104148 -0.143635 -1.09375 0.455539 0.911488 -0.472916 -2.54202 -0.00758643 -0.269699 -0.0788769 1.35242 2.94685 1.83634 0.716471 
0.51 0.984115 0.0154985 0.104118 -0.142956 -1.09422 0.452997 0.91148 -0.469482 -2.54113 -0.00750143 -0.270029 -0.0810651 1.35416 2.95771 1.82431 0.719107 
0.511 0.984218 0.0154302 0.104086 -0.142275 -1.09469 0.450457 0.911473 -0.466043 -2.54026 -0.00741586 -0.270354 -0.083245 1.35588 2.96842 1.81226 0.721682 
0.512 0.984321 0.0153617 0.104053 -0.141594 -1.09515 0.447917 0.911466 -0.462599 -2.53939 -0.00732974 -0.270672 -0.0854165 1.35758 2.97898 1.80018 0.724194 
0.513 0.984424 0.0152929 0.10402 -0.140912 -1.09561 0.445378 0.911458 -0.459148 -2.53853 -0.00724311 -0.270985 -0.0875796 1.35926 2.98939 1.78808 0.726643 
0.514 0.984526 0.015224 0.103985 -0.140229 -1.09607 0.44284 0.911451 -0.455692 -2.53768 -0.00715597 -0.271291 -0.0897343 1.36094 2.99966 1.77595 0.729028 
0.515 0.984628 0.0151548 0.103949 -0.139546 -1.09652 0.440302 0.911444 -0.45223 -2.53684 -0.00706836 -0.271591 -0.0918806 1.36259 3.00977 1.76381 0.731348 
0.516 0.98473 0.0150854 0.103911 -0.138861 -1.09697 0.437766 0.911437 -0.448763 -2.53601 -0.00698029 -0.271886 -0.0940185 1.36423 3.01972 1.75164 0.733602 
0.517 0.984831 0.0150157 0.103873 -0.138175 -1.09742 0.43523 0.91143 -0.445291 -2.5352 -0.0068918 -0.272174 -0.096148 1.36586 3.02953 1.73945 0.735791 
0.518 0.984932 0.0149459 0.103834 -0.137489 -1.09786 0.432696 0.911423 -0.441813 -2.53439 -0.00680291 -0.272456 -0.0982692 1.36747 3.03918 1.72723 0.737912 
0.519 0.985033 0.0148759 0.103793 -0.136802 -1.0983 0.430162 0.911416 -0.438331 -2.53359 -0.00671364 -0.272732 -0.100382 1.36906 3.04868 1.715 0.739966 
0.52 0.985134 0.0148056 0.103752 -0.136114 -1.09874 0.427628 0.91141 -0.434844 -2.5328 -0.00662401 -0.273001 -0.102486 1.37064 3.05802 1.70274 0.741952 
0.521 0.985235 0.0147352 0.103709 -0.135425 -1.09917 0.425096 0.911403 -0.431352 -2.53201 -0.00653407 -0.273264 -0.104583 1.3722 3.0672 1.69046 0.743868 
0.522 0.985335 0.0146645 0.103666 -0.134735 -1.0996 0.422564 0.911397 -0.427856 -2.53124 -0.00644382 -0.273521 -0.10667 1.37375 3.07623 1.67816 0.745715 
0.523 0.985435 0.0145937 0.103621 -0.134044 -1.10003 0.420034 0.91139 -0.424355 -2.53048 -0.00635331 -0.273772 -0.10875 1.37529 3.08509 1.66584 0.747492 
0.524 0.985535 0.0145227 0.103575 -0.133353 -1.10045 0.417503 0.911384 -0.420851 -2.52973 -0.00626255 -0.274016 -0.110821 1.3768 3.0938 1.6535 0.749197 
0.525 0.985634 0.0144515 0.103528 -0.132661 -1.10087 0.414974 0.911378 -0.417341 -2.52899 -0.00617158 -0.274254 -0.112884 1.37831 3.10235 1.64113 0.750831 
0.526 0.985733 0.0143801 0.10348 -0.131967 -1.10129 0.412445 0.911372 -0.413828 -2.52825 -0.00608043 -0.274485 -0.114938 1.37979 3.11073 1.62875 0.752392 
0.527 0.985832 0.0143085 0.103431 -0.131274 -1.1017 0.409918 0.911366 -0.410312 -2.52753 -0.00598912 -0.27471 -0.116984 1.38127 3.11895 1.61634 0.75388 
0.528 0.98593 0.0142368 0.103381 -0.130579 -1.10211 0.40739 0.91136 -0.406791 -2.52681 -0.00589768 -0.274928 -0.119022 1.38272 3.12701 1.60392 0.755294 
0.529 0.986029 0.0141649 0.10333 -0.129884 -1.10251 0.404864 0.911354 -0.403267 -2.5261 -0.00580615 -0.27514 -0.121052 1.38416 3.13491 1.59147 0.756634 
0.53 0.986127 0.0140928 0.103278 -0.129187 -1.10291 0.402338 0.911348 -0.399739 -2.52541 -0.00571456 -0.275345 -0.123073 1.38559 3.14264 1.579 0.757898 
0.531 0.986224 0.0140205 0.103225 -0.128491 -1.10331 0.399813 0.911342 -0.396208 -2.52472 -0.00562294 -0.275544 -0.125086 1.387 3.15021 1.56652 0.759087 
0.532 0.986322 0.0139481 0.103171 -0.127793 -1.10371 0.397289 0.911337 -0.392674 -2.52404 -0.00553132 -0.275735 -0.127091 1.3884 3.15761 1.55401 0.760199 
0.533 0.986419 0.0138756 0.103115 -0.127095 -1.1041 0.394765 0.911331 -0.389137 -2.52337 -0.00543973 -0.275921 -0.129088 1.38978 3.16484 1.54148 0.761233 
0.534 0.986515 0.0138029 0.103059 -0.126395 -1.10449 0.392242 0.911326 -0.385598 -2.52271 -0.00534821 -0.276099 -0.131076 1.39114 3.17191 1.52894 0.76219 
0.535 0.986612 0.01373 0.103002 -0.125695 -1.10487 0.38972 0.911321 -0.382055 -2.52206 -0.00525679 -0.27627 -0.133056 1.39249 3.17881 1.51637 0.763068 
0.536 0.986708 0.013657 0.102943 -0.124995 -1.10525 0.387198 0.911315 -0.37851 -2.52141 -0.00516551 -0.276435 -0.135028 1.39382 3.18554 1.50379 0.763867 
0.537 0.986804 0.0135839 0.102884 -0.124294 -1.10563 0.384677 0.91131 -0.374963 -2.52078 -0.0050744 -0.276593 -0.136992 1.39514 3.1921 1.49119 0.764587 
0.538 0.986899 0.0135106 0.102824 -0.123592 -1.106 0.382156 0.911305 -0.371413 -2.52015 -0.00498349 -0.276744 -0.138948 1.39645 3.19849 1.47857 0.765225 
0.539 0.986994 0.0134372 0.102762 -0.122889 -1.10637 0.379637 0.9113 -0.367861 -2.51953 -0.00489283 -0.276888 -0.140895 1.39774 3.20471 1.46593 0.765783 
0.54 0.987089 0.0133636 0.1027 -0.122185 -1.10674 0.377117 0.911296 -0.364308 -2.51893 -0.00480245 -0.277025 -0.142834 1.39901 3.21076 1.45327 0.766259 
0.541 0.987184 0.0132899 0.102636 -0.121481 -1.1071 0.374599 0.911291 -0.360752 -2.51833 -0.00471238 -0.277155 -0.144765 1.40027 3.21663 1.4406 0.766652 
0.542 0.987278 0.0132161 0.102572 -0.120777 -1.10746 0.372081 0.911286 -0.357195 -2.51773 -0.00462267 -0.277278 -0.146688 1.40151 3.22234 1.42791 0.766963 
0.543 0.987372 0.0131422 0.102507 -0.120071 -1.10781 0.369563 0.911282 -0.353637 -2.51715 -0.00453336 -0.277394 -0.148603 1.40274 3.22787 1.4152 0.767189 
0.544 0.987465 0.0130682 0.10244 -0.119365 -1.10816 0.367046 0.911277 -0.350077 -2.51658 -0.00444447 -0.277502 -0.15051 1.40395 3.23322 1.40248 0.767332 
0.545 0.987558 0.0129941 0.102373 -0.118658 -1.10851 0.36453 0.911273 -0.346516 -2.51601 -0.00435606 -0.277604 -0.152409 1.40515 3.2384 1.38974 0.76739 
0.546 0.987651 0.0129198 0.102304 -0.117951 -1.10886 0.362014 0.911268 -0.342954 -2.51545 -0.00426816 -0.277699 -0.1543 1.40633 3.24341 1.37698 0.767362 
0.547 0.987743 0.0128455 0.102235 -0.117243 -1.1092 0.359499 0.911264 -0.339391 -2.51491 -0.00418081 -0.277786 -0.156182 1.4075 3.24824 1.36421 0.767248 
0.548 0.987836 0.012771 0.102165 -0.116534 -1.10954 0.356984 0.91126 -0.335828 -2.51437 -0.00409405 -0.277866 -0.158057 1.40865 3.2529 1.35142 0.767048 
0.549 0.987927 0.0126965 0.102093 -0.115825 -1.10987 0.35447 0.911256 -0.332263 -2.51383 -0.00400793 -0.277939 -0.159923 1.40979 3.25738 1.33862 0.766761 
0.55 0.988019 0.0126218 0.102021 -0.115115 -1.1102 0.351957 0.911252 -0.328699 -2.51331 -0.00392249 -0.278004 -0.161782 1.41091 3.26168 1.3258 0.766385 
0.551 0.98811 0.0125471 0.101948 -0.114405 -1.11053 0.349444 0.911248 -0.325134 -2.51279 -0.00383776 -0.278062 -0.163632 1.41202 3.26581 1.31297 0.765922 
0.552 0.9882 0.0124723 0.101873 -0.113694 -1.11085 0.346931 0.911244 -0.32157 -2.51229 -0.0037538 -0.278113 -0.165475 1.41311 3.26976 1.30013 0.765369 
0.553 0.988291 0.0123974 0.101798 -0.112982 -1.11117 0.344419 0.911241 -0.318005 -2.51179 -0.00367065 -0.278156 -0.16731 1.41418 3.27353 1.28727 0.764728 
0.554 0.988381 0.0123225 0.101722 -0.11227 -1.11149 0.341908 0.911237 -0.31444 -2.5113 -0.00358836 -0.278192 -0.169136 1.41524 3.27712 1.27439 0.763996 
0.555 0.98847 0.0122475 0.101645 -0.111557 -1.1118 0.339397 0.911233 -0.310876 -2.51081 -0.00350696 -0.27822 -0.170955 1.41629 3.28054 1.26151 0.763173 
0.556 0.988559 0.0121724 0.101567 -0.110844 -1.11211 0.336886 0.91123 -0.307313 -2.51034 -0.0034265 -0.278241 -0.172766 1.41732 3.28377 1.24861 0.76226 
0.557 0.988648 0.0120972 0.101487 -0.11013 -1.11241 0.334376 0.911227 -0.30375 -2.50987 -0.00334703 -0.278254 -0.174569 1.41834 3.28683 1.2357 0.761255 
0.558 0.988737 0.012022 0.101407 -0.109415 -1.11272 0.331866 0.911223 -0.300189 -2.50941 -0.0032686 -0.27826 -0.176364 1.41934 3.2897 1.22278 0.760158 
0.559 0.988825 0.0119467 0.101326 -0.1087 -1.11301 0.329357 0.91122 -0.296628 -2.50896 -0.00319125 -0.278258 -0.178151 1.42032 3.2924 1.20984 0.758968 
0.56 0.988912 0.0118714 0.101245 -0.107985 -1.11331 0.326848 0.911217 -0.293068 -2.50852 -0.00311503 -0.278248 -0.179931 1.42129 3.29491 1.1969 0.757685 
0.561 0.989 0.011796 0.101162 -0.107269 -1.1136 0.32434 0.911214 -0.28951 -2.50809 -0.00303999 -0.278231 -0.181703 1.42225 3.29725 1.18394 0.756309 
0.562 0.989087 0.0117206 0.101078 -0.106552 -1.11389 0.321832 0.911211 -0.285954 -2.50766 -0.00296618 -0.278206 -0.183467 1.42319 3.2994 1.17097 0.754839 
0.563 0.989173 0.0116452 0.100993 -0.105835 -1.11417 0.319325 0.911208 -0.282399 -2.50724 -0.00289365 -0.278173 -0.185223 1.42411 3.30137 1.158 0.753274 
0.564 0.989259 0.0115697 0.100908 -0.105118 -1.11445 0.316818 0.911205 -0.278846 -2.50683 -0.00282244 -0.278133 -0.186971 1.42502 3.30316 1.14501 0.751614 
0.565 0.989345 0.0114942 0.100821 -0.1044 -1.11473 0.314311 0.911202 -0.275295 -2.50643 -0.00275262 -0.278085 -0.188712 1.42592 3.30477 1.13202 0.749859 
0.566 0.98943 0.0114186 0.100733 -0.103681 -1.115 0.311805 0.911199 -0.271747 -2.50603 -0.00268422 -0.278029 -0.190445 1.4268 3.30619 1.11901 0.748008 
0.567 0.989515 0.011343 0.100645 -0.102962 -1.11527 0.309299 0.911197 -0.2682 -2.50565 -0.0026173 -0.277965 -0.19217 1.42766 3.30744 1.106 0.74606 
0.568 0.9896 0.0112675 0.100556 -0.102243 -1.11554 0.306794 0.911194 -0.264656 -2.50527 -0.00255192 -0.277893 -0.193888 1.42851 3.3085 1.09298 0.744016 
0.569 0.989684 0.0111919 0.100466 -0.101523 -1.1158 0.304288 0.911192 -0.261115 -2.50489 -0.00248812 -0.277813 -0.195598 1.42935 3.30938 1.07995 0.741875 
0.57 0.989768 0.0111163 0.100374 -0.100802 -1.11606 0.301784 0.911189 -0.257577 -2.50453 -0.00242596 -0.277726 -0.1973 1.43017 3.31007 1.06691 0.739636 
0.571 0.989851 0.0110406 0.100282 -0.100081 -1.11632 0.299279 0.911187 -0.254042 -2.50417 -0.00236549 -0.27763 -0.198995 1.43097 3.31059 1.05387 0.737299 
0.572 0.989934 0.010965 0.100189 -0.0993601 -1.11657 0.296775 0.911185 -0.25051 -2.50382 -0.00230677 -0.277527 -0.200682 1.43176 3.31092 1.04082 0.734863 
0.573 0.990017 0.0108894 0.100096 -0.0986384 -1.11682 0.294272 0.911182 -0.246982 -2.50348 -0.00224984 -0.277415 -0.202362 1.43254 3.31107 1.02777 0.732329 
0.574 0.990099 0.0108138 0.100001 -0.0979163 -1.11706 0.291768 0.91118 -0.243457 -2.50315 -0.00219477 -0.277296 -0.204034 1.43329 3.31103 1.01471 0.729696 
0.575 0.99018 0.0107382 0.0999052 -0.0971938 -1.11731 0.289265 0.911178 -0.239935 -2.50282 -0.00214162 -0.277168 -0.205699 1.43404 3.31081 1.00164 0.726964 
0.576 0.990262 0.0106626 0.0998087 -0.0964709 -1.11754 0.286763 0.911176 -0.236418 -2.5025 -0.00209042 -0.277032 -0.207356 1.43477 3.31041 0.988569 0.724132 
0.577 0.990342 0.0105871 0.0997113 -0.0957476 -1.11778 0.28426 0.911174 -0.232904 -2.50219 -0.00204126 -0.276888 -0.209006 1.43548 3.30982 0.975494 0.721199 
0.578 0.990423 0.0105116 0.099613 -0.0950239 -1.11801 0.281758 0.911172 -0.229395 -2.50189 -0.00199417 -0.276736 -0.210648 1.43618 3.30905 0.962416 0.718166 
0.579 0.990503 0.0104361 0.0995139 -0.0942998 -1.11824 0.279257 0.91117 -0.22589 -2.50159 -0.00194922 -0.276576 -0.212283 1.43687 3.3081 0.949334 0.715033 
0.58 0.990582 0.0103606 0.0994138 -0.0935754 -1.11846 0.276755 0.911168 -0.22239 -2.5013 -0.00190646 -0.276408 -0.213911 1.43753 3.30696 0.936249 0.711798 
0.581 0.990661 0.0102851 0.0993129 -0.0928505 -1.11868 0.274254 0.911166 -0.218894 -2.50102 -0.00186596 -0.276232 -0.215531 1.43819 3.30564 0.923161 0.708462 
0.582 0.99074 0.0102097 0.0992112 -0.0921254 -1.1189 0.271753 0.911164 -0.215404 -2.50074 -0.00182777 -0.276047 -0.217144 1.43883 3.30413 0.910072 0.705025 
0.583 0.990818 0.0101344 0.0991085 -0.0913999 -1.11911 0.269253 0.911162 -0.211918 -2.50048 -0.00179195 -0.275854 -0.21875 1.43945 3.30245 0.89698 0.701485 
0.584 0.990896 0.0100591 0.0990051 -0.090674 -1.11932 0.266752 0.91116 -0.208437 -2.50022 -0.00175856 -0.275653 -0.220348 1.44006 3.30058 0.883888 0.697844 
0.585 0.990973 0.00998385 0.0989007 -0.0899479 -1.11953 0.264252 0.911159 -0.204962 -2.49996 -0.00172766 -0.275443 -0.221939 1.44065 3.29852 0.870795 0.6941 
0.586 0.99105 0.00990866 0.0987955 -0.0892214 -1.11973 0.261752 0.911157 -0.201493 -2.49972 -0.00169931 -0.275225 -0.223523 1.44123 3.29628 0.857702 0.690253 
0.587 0.991127 0.00983353 0.0986895 -0.0884945 -1.11993 0.259253 0.911155 -0.198029 -2.49948 -0.00167357 -0.274999 -0.2251 1.4418 3.29386 0.844608 0.686304 
0.588 0.991203 0.00975847 0.0985826 -0.0877674 -1.12013 0.256753 0.911154 -0.194571 -2.49925 -0.00165051 -0.274765 -0.22667 1.44235 3.29126 0.831516 0.682252 
0.589 0.991278 0.00968348 0.0984748 -0.08704 -1.12032 0.254254 0.911152 -0.191119 -2.49903 -0.00163018 -0.274522 -0.228232 1.44288 3.28847 0.818424 0.678096 
0.59 0.991354 0.00960857 0.0983662 -0.0863123 -1.12051 0.251755 0.91115 -0.187673 -2.49881 -0.00161265 -0.274271 -0.229788 1.4434 3.2855 0.805334 0.673837 
0.591 0.991428 0.00953373 0.0982568 -0.0855843 -1.1207 0.249257 0.911149 -0.184234 -2.4986 -0.00159797 -0.274011 -0.231336 1.4439 3.28235 0.792247 0.669475 
0.592 0.991503 0.00945898 0.0981466 -0.0848561 -1.12088 0.246758 0.911147 -0.180801 -2.4984 -0.00158622 -0.273743 -0.232878 1.44439 3.27901 0.779161 0.665009 
0.593 0.991576 0.00938432 0.0980355 -0.0841276 -1.12106 0.24426 0.911146 -0.177375 -2.4982 -0.00157745 -0.273467 -0.234412 1.44486 3.27549 0.766079 0.660439 
0.594 0.99165 0.00930974 0.0979236 -0.0833988 -1.12123 0.241762 0.911144 -0.173955 -2.49802 -0.00157172 -0.273182 -0.235939 1.44532 3.27179 0.753 0.655765 
0.595 0.991722 0.00923527 0.0978109 -0.0826698 -1.12141 0.239264 0.911142 -0.170543 -2.49783 -0.00156911 -0.272889 -0.23746 1.44576 3.26791 0.739924 0.650988 
0.596 0.991795 0.0091609 0.0976973 -0.0819405 -1.12158 0.236766 0.911141 -0.167138 -2.49766 -0.00156967 -0.272587 -0.238973 1.44619 3.26385 0.726853 0.646106 
0.597 0.991867 0.00908663 0.0975829 -0.081211 -1.12174 0.234268 0.911139 -0.16374 -2.49749 -0.00157348 -0.272277 -0.24048 1.44661 3.2596 0.713787 0.64112 
0.598 0.991938 0.00901247 0.0974678 -0.0804813 -1.1219 0.231771 0.911138 -0.16035 -2.49733 -0.00158058 -0.271958 -0.24198 1.447 3.25517 0.700727 0.63603 
0.599 0.992009 0.00893843 0.0973518 -0.0797513 -1.12206 0.229274 0.911136 -0.156968 -2.49718 -0.00159105 -0.271631 -0.243473 1.44739 3.25056 0.687671 0.630835 
0.6 0.99208 0.0088645 0.097235 -0.0790212 -1.12222 0.226777 0.911135 -0.153593 -2.49704 -0.00160496 -0.271295 -0.244959 1.44775 3.24578 0.674622 0.625536 
0.601 0.99215 0.0087907 0.0971173 -0.0782908 -1.12237 0.22428 0.911133 -0.150231 -2.49689 -0.00162061 -0.270956 -0.246424 1.44811 3.22817 0.678214 0.621179 
0.602 0.99222 0.00871702 0.096999 -0.0775603 -1.12252 0.221783 0.911131 -0.146887 -2.49673 -0.00163629 -0.27062 -0.247856 1.44846 3.21055 0.681753 0.616813 
0.603 0.992289 0.00864346 0.0968798 -0.0768296 -1.12266 0.219286 0.91113 -0.14356 -2.49656 -0.00165199 -0.270287 -0.249253 1.44881 3.19293 0.685238 0.612437 
0.604 0.992357 0.00857002 0.0967599 -0.0760986 -1.1228 0.21679 0.911128 -0.140251 -2.49638 -0.00166775 -0.269956 -0.250616 1.44915 3.17531 0.688671 0.608051 
0.605 0.992426 0.00849671 0.0966392 -0.0753675 -1.12294 0.214293 0.911126 -0.13696 -2.49619 -0.00168356 -0.269627 -0.251945 1.44948 3.15768 0.69205 0.603657 
0.606 0.992493 0.00842353 0.0965178 -0.0746362 -1.12308 0.211797 0.911125 -0.133686 -2.49598 -0.00169945 -0.269302 -0.25324 1.44981 3.14004 0.695376 0.599253 
0.607 0.99256 0.00835046 0.0963958 -0.0739047 -1.12321 0.209301 0.911123 -0.130431 -2.49577 -0.00171542 -0.268979 -0.254501 1.45013 3.1224 0.698648 0.59484 
0.608 0.992627 0.00827752 0.096273 -0.0731731 -1.12334 0.206806 0.911121 -0.127192 -2.49554 -0.00173149 -0.26866 -0.255728 1.45044 3.10475 0.701867 0.590418 
0.609 0.992693 0.00820471 0.0961496 -0.0724412 -1.12347 0.20431 0.911119 -0.123972 -2.49531 -0.00174767 -0.268343 -0.25692 1.45075 3.0871 0.705032 0.585987 
0.61 0.992759 0.00813202 0.0960255 -0.0717092 -1.12359 0.201815 0.911118 -0.12077 -2.49506 -0.00176398 -0.268029 -0.258078 1.45105 3.06944 0.708143 0.581548 
0.611 0.992824 0.00805945 0.0959008 -0.0709771 -1.12371 0.19932 0.911116 -0.117585 -2.49481 -0.00178042 -0.267718 -0.259203 1.45135 3.05178 0.7112 0.5771 
0.612 0.992889 0.00798701 0.0957755 -0.0702447 -1.12382 0.196826 0.911114 -0.114419 -2.49454 -0.00179702 -0.267411 -0.260293 1.45163 3.0341 0.714203 0.572643 
0.613 0.992953 0.00791469 0.0956496 -0.0695122 -1.12394 0.194331 0.911112 -0.11127 -2.49426 -0.00181377 -0.267106 -0.261348 1.45192 3.01642 0.717152 0.568179 
0.614 0.993017 0.00784249 0.0955231 -0.0687795 -1.12405 0.191837 0.911111 -0.10814 -2.49397 -0.00183071 -0.266805 -0.26237 1.45219 2.99873 0.720046 0.563706 
0.615 0.99308 0.00777042 0.095396 -0.0680467 -1.12415 0.189343 0.911109 -0.105028 -2.49368 -0.00184784 -0.266507 -0.263358 1.45246 2.98104 0.722887 0.559225 
0.616 0.993143 0.00769847 0.0952684 -0.0673138 -1.12426 0.18685 0.911107 -0.101933 -2.49337 -0.00186516 -0.266212 -0.264311 1.45273 2.96333 0.725673 0.554736 
0.617 0.993206 0.00762664 0.0951402 -0.0665806 -1.12436 0.184357 0.911105 -0.0988573 -2.49306 -0.00188271 -0.265921 -0.265231 1.45299 2.94562 0.728404 0.550239 
0.618 0.993267 0.00755493 0.0950116 -0.0658474 -1.12445 0.181864 0.911103 -0.0957994 -2.49273 -0.00190048 -0.265633 -0.266116 1.45324 2.9279 0.731081 0.545734 
0.619 0.993328 0.00748335 0.0948824 -0.065114 -1.12455 0.179371 0.911101 -0.0927598 -2.49239 -0.0019185 -0.265348 -0.266967 1.45348 2.91017 0.733704 0.541222 
0.62 0.993389 0.00741188 0.0947528 -0.0643804 -1.12464 0.176879 0.911099 -0.0897384 -2.49205 -0.00193677 -0.265067 -0.267785 1.45372 2.89243 0.736272 0.536703 
0.621 0.993449 0.00734054 0.0946227 -0.0636467 -1.12473 0.174387 0.911097 -0.0867353 -2.49169 -0.0019553 -0.26479 -0.268568 1.45395 2.87468 0.738786 0.532177 
0.622 0.993509 0.00726931 0.0944922 -0.0629129 -1.12481 0.171895 0.911095 -0.0837506 -2.49133 -0.00197412 -0.264516 -0.269317 1.45418 2.85692 0.741246 0.527643 
0.623 0.993568 0.0071982 0.0943612 -0.0621789 -1.12489 0.169404 0.911093 -0.0807842 -2.49096 -0.00199323 -0.264246 -0.270031 1.4544 2.83915 0.743651 0.523103 
0.624 0.993627 0.00712721 0.0942298 -0.0614449 -1.12497 0.166914 0.911091 -0.0778363 -2.49058 -0.00201265 -0.263979 -0.270712 1.45461 2.82137 0.746001 0.518556 
0.625 0.993685 0.00705634 0.0940981 -0.0607107 -1.12505 0.164423 0.911089 -0.0749068 -2.49019 -0.00203239 -0.263716 -0.271359 1.45482 2.80358 0.748297 0.514003 
0.626 0.993743 0.00698558 0.0939659 -0.0599763 -1.12512 0.161933 0.911087 -0.0719958 -2.48979 -0.00205245 -0.263457 -0.271971 1.45502 2.78578 0.750539 0.509444 
0.627 0.9938 0.00691494 0.0938335 -0.0592419 -1.12519 0.159444 0.911085 -0.0691034 -2.48938 -0.00207286 -0.263202 -0.27255 1.45521 2.76797 0.752727 0.504878 
0.628 0.993856 0.00684441 0.0937006 -0.0585073 -1.12526 0.156954 0.911083 -0.0662295 -2.48896 -0.00209363 -0.262951 -0.273094 1.4554 2.75014 0.75486 0.500306 
0.629 0.993912 0.006774 0.0935675 -0.0577727 -1.12533 0.154466 0.911081 -0.0633743 -2.48854 -0.00211477 -0.262703 -0.273605 1.45558 2.73231 0.756939 0.495729 
0.63 0.993968 0.0067037 0.093434 -0.0570379 -1.12539 0.151977 0.911079 -0.0605377 -2.4881 -0.00213628 -0.26246 -0.274081 1.45576 2.71446 0.758964 0.491146 
0.631 0.994023 0.00663351 0.0933003 -0.056303 -1.12545 0.149489 0.911077 -0.0577198 -2.48766 -0.00215819 -0.26222 -0.274523 1.45593 2.6966 0.760935 0.486557 
0.632 0.994077 0.00656343 0.0931662 -0.055568 -1.1255 0.147002 0.911075 -0.0549206 -2.48721 -0.00218051 -0.261985 -0.274931 1.45609 2.67873 0.762852 0.481964 
0.633 0.994131 0.00649346 0.093032 -0.0548329 -1.12556 0.144515 0.911072 -0.0521401 -2.48675 -0.00220324 -0.261754 -0.275305 1.45625 2.66085 0.764716 0.477366 
