# t qw qx qy qz x y z vx vy vz p q r ax ay az
0.741 0.996435 -0.00088655 0.0807492 0.024406 -1.11916 -0.120269 0.91057 0.130585 -2.41155 -0.00833289 -0.263999 -0.114504 1.43481 0.595087 0.728229 0.0107303 
0.742 0.996422 -0.000958844 0.0806904 0.0251314 -1.11903 -0.12268 0.910562 0.131127 -2.4108 -0.00841647 -0.264243 -0.111142 1.43427 0.574143 0.726945 0.00733696 
0.743 0.996408 -0.00103132 0.0806332 0.0258565 -1.1189 -0.125091 0.910553 0.131646 -2.41005 -0.00849998 -0.264489 -0.107745 1.43371 0.553154 0.725676 0.0039735 
0.744 0.996393 -0.00110399 0.0805777 0.0265814 -1.11877 -0.1275 0.910545 0.132144 -2.40929 -0.00858338 -0.264738 -0.104313 1.43315 0.532122 0.724423 0.000640253 
0.745 0.996378 -0.00117685 0.0805238 0.027306 -1.11864 -0.129909 0.910536 0.132619 -2.40854 -0.00866664 -0.264988 -0.100847 1.43259 0.511044 0.723188 -0.00266246 
0.746 0.996362 -0.00124991 0.0804716 0.0280302 -1.1185 -0.132317 0.910528 0.133071 -2.40779 -0.00874973 -0.265241 -0.0973454 1.43202 0.489922 0.721972 -0.00593429 
0.747 0.996345 -0.00132317 0.0804212 0.0287542 -1.11837 -0.134725 0.910519 0.133501 -2.40705 -0.00883262 -0.265496 -0.0938097 1.43144 0.468755 0.720776 -0.0091749 
0.748 0.996328 -0.00139662 0.0803724 0.0294779 -1.11824 -0.137131 0.91051 0.133909 -2.4063 -0.00891528 -0.265752 -0.0902393 1.43086 0.447542 0.7196 -0.012384 
0.749 0.99631 -0.00147028 0.0803254 0.0302013 -1.1181 -0.139537 0.910501 0.134294 -2.40556 -0.00899767 -0.266011 -0.0866342 1.43027 0.426283 0.718448 -0.0155612 
0.75 0.996291 -0.00154415 0.0802802 0.0309244 -1.11797 -0.141943 0.910492 0.134657 -2.40482 -0.00907976 -0.266271 -0.0829945 1.42967 0.404979 0.717318 -0.0187062 
0.751 0.996272 -0.00161823 0.0802367 0.0316472 -1.11783 -0.144347 0.910483 0.134998 -2.40408 -0.00916152 -0.266532 -0.07932 1.42907 0.383628 0.716214 -0.0218186 
0.752 0.996252 -0.00169251 0.0801951 0.0323697 -1.1177 -0.146751 0.910474 0.135316 -2.40334 -0.00924291 -0.266795 -0.0756108 1.42847 0.362231 0.715135 -0.0248982 
0.753 0.996231 -0.00176702 0.0801552 0.0330918 -1.11756 -0.149154 0.910464 0.135611 -2.4026 -0.0093239 -0.26706 -0.071867 1.42785 0.340786 0.714084 -0.0279447 
0.754 0.99621 -0.00184174 0.0801172 0.0338137 -1.11743 -0.151556 0.910455 0.135883 -2.40187 -0.00940445 -0.267326 -0.0680884 1.42724 0.319295 0.713061 -0.0309576 
0.755 0.996188 -0.00191668 0.080081 0.0345352 -1.11729 -0.153957 0.910445 0.136133 -2.40114 -0.00948453 -0.267593 -0.0642751 1.42661 0.297757 0.712068 -0.0339368 
0.756 0.996165 -0.00199185 0.0800466 0.0352564 -1.11716 -0.156358 0.910436 0.136361 -2.40041 -0.0095641 -0.267861 -0.0604271 1.42598 0.276171 0.711106 -0.0368818 
0.757 0.996142 -0.00206724 0.0800142 0.0359773 -1.11702 -0.158758 0.910426 0.136565 -2.39968 -0.00964312 -0.26813 -0.0565443 1.42535 0.254538 0.710176 -0.0397924 
0.758 0.996118 -0.00214286 0.0799836 0.0366978 -1.11688 -0.161158 0.910417 0.136747 -2.39896 -0.00972155 -0.268399 -0.0526268 1.4247 0.232856 0.70928 -0.0426683 
0.759 0.996093 -0.00221872 0.0799549 0.037418 -1.11675 -0.163556 0.910407 0.136906 -2.39823 -0.00979936 -0.26867 -0.0486746 1.42406 0.211126 0.708418 -0.0455092 
0.76 0.996068 -0.0022948 0.0799282 0.0381379 -1.11661 -0.165954 0.910397 0.137042 -2.39751 -0.00987651 -0.268941 -0.0446876 1.4234 0.189348 0.707593 -0.0483147 
0.761 0.996042 -0.00237113 0.0799035 0.0388574 -1.11647 -0.168351 0.910387 0.137155 -2.39679 -0.00995295 -0.269213 -0.0406658 1.42274 0.167521 0.706805 -0.0510846 
0.762 0.996015 -0.00244769 0.0798806 0.0395766 -1.11633 -0.170748 0.910377 0.137245 -2.39608 -0.0100286 -0.269485 -0.0366093 1.42208 0.145645 0.706056 -0.0538187 
0.763 0.995988 -0.00252449 0.0798598 0.0402955 -1.1162 -0.173143 0.910367 0.137313 -2.39537 -0.0101036 -0.269757 -0.032518 1.42141 0.12372 0.705347 -0.0565165 
0.764 0.99596 -0.00260154 0.079841 0.041014 -1.11606 -0.175538 0.910357 0.137357 -2.39465 -0.0101777 -0.27003 -0.0283919 1.42073 0.101745 0.70468 -0.0591779 
0.765 0.995931 -0.00267884 0.0798242 0.0417321 -1.11592 -0.177933 0.910347 0.137378 -2.39395 -0.0102509 -0.270302 -0.0242311 1.42005 0.0797212 0.704055 -0.0618025 
0.766 0.995902 -0.00275638 0.0798094 0.0424499 -1.11579 -0.180326 0.910336 0.137377 -2.39324 -0.0103232 -0.270575 -0.0200354 1.41936 0.0576473 0.703475 -0.0643901 
0.767 0.995872 -0.00283417 0.0797966 0.0431673 -1.11565 -0.182719 0.910326 0.137352 -2.39254 -0.0103945 -0.270847 -0.015805 1.41867 0.0355234 0.70294 -0.0669404 
0.768 0.995841 -0.00291222 0.079786 0.0438843 -1.11551 -0.185111 0.910316 0.137304 -2.39183 -0.0104649 -0.271119 -0.0115397 1.41797 0.0133493 0.702452 -0.0694532 
0.769 0.99581 -0.00299053 0.0797774 0.044601 -1.11537 -0.187503 0.910305 0.137233 -2.39114 -0.0105342 -0.271391 -0.00723968 1.41726 -0.0088753 0.702013 -0.0719281 
0.77 0.995778 -0.00306909 0.0797709 0.0453173 -1.11524 -0.189894 0.910295 0.137138 -2.39044 -0.0106025 -0.271662 -0.00290483 1.41655 -0.0311505 0.701623 -0.074365 
0.771 0.995745 -0.00314791 0.0797665 0.0460333 -1.1151 -0.192284 0.910284 0.13702 -2.38975 -0.0106696 -0.271932 0.00146484 1.41584 -0.0534765 0.701284 -0.0767636 
0.772 0.995712 -0.00322699 0.0797643 0.0467488 -1.11496 -0.194673 0.910273 0.136879 -2.38905 -0.0107355 -0.272201 0.00586934 1.41512 -0.0758534 0.700998 -0.0791236 
0.773 0.995678 -0.00330634 0.0797642 0.047464 -1.11483 -0.197062 0.910263 0.136715 -2.38837 -0.0108002 -0.27247 0.0103087 1.41439 -0.0982815 0.700765 -0.0814449 
0.774 0.995643 -0.00338596 0.0797663 0.0481788 -1.11469 -0.19945 0.910252 0.136527 -2.38768 -0.0108636 -0.272737 0.0147828 1.41366 -0.120761 0.700588 -0.0837271 
0.775 0.995607 -0.00346584 0.0797706 0.0488932 -1.11455 -0.201837 0.910241 0.136316 -2.387 -0.0109257 -0.273003 0.0192918 1.41292 -0.143292 0.700468 -0.0859701 
0.776 0.995571 -0.003546 0.0797771 0.0496072 -1.11442 -0.204224 0.91023 0.136081 -2.38632 -0.0109865 -0.273268 0.0238356 1.41218 -0.165875 0.700406 -0.0881736 
0.777 0.995534 -0.00362642 0.0797858 0.0503208 -1.11428 -0.20661 0.910219 0.135823 -2.38564 -0.0110458 -0.273531 0.0284143 1.41143 -0.188509 0.700404 -0.0903374 
0.778 0.995497 -0.00370713 0.0797967 0.0510341 -1.11414 -0.208995 0.910208 0.135541 -2.38496 -0.0111037 -0.273792 0.0330278 1.41067 -0.211196 0.700463 -0.0924613 
0.779 0.995459 -0.0037881 0.0798099 0.0517469 -1.11401 -0.21138 0.910197 0.135236 -2.38429 -0.01116 -0.274052 0.0376761 1.40991 -0.233934 0.700585 -0.0945451 
0.78 0.99542 -0.00386936 0.0798254 0.0524593 -1.11387 -0.213764 0.910185 0.134906 -2.38362 -0.0112148 -0.27431 0.0423593 1.40915 -0.256725 0.700771 -0.0965886 
0.781 0.99538 -0.00395089 0.0798432 0.0531713 -1.11374 -0.216147 0.910174 0.134554 -2.38295 -0.0112679 -0.274565 0.0470774 1.40838 -0.279568 0.701023 -0.0985917 
0.782 0.99534 -0.00403271 0.0798632 0.0538829 -1.1136 -0.21853 0.910163 0.134177 -2.38229 -0.0113194 -0.274818 0.0518303 1.4076 -0.302464 0.701342 -0.100554 
0.783 0.995299 -0.00411481 0.0798856 0.0545941 -1.11347 -0.220911 0.910152 0.133777 -2.38163 -0.0113692 -0.275069 0.0566181 1.40682 -0.325412 0.70173 -0.102476 
0.784 0.995258 -0.00419719 0.0799104 0.0553049 -1.11334 -0.223293 0.91014 0.133352 -2.38097 -0.0114172 -0.275318 0.0614407 1.40604 -0.348413 0.702188 -0.104356 
0.785 0.995216 -0.00427986 0.0799375 0.0560152 -1.1132 -0.225673 0.910129 0.132904 -2.38031 -0.0114634 -0.275563 0.0662983 1.40525 -0.371467 0.702717 -0.106195 
0.786 0.995173 -0.00436282 0.0799669 0.0567251 -1.11307 -0.228053 0.910117 0.132432 -2.37966 -0.0115077 -0.275806 0.0711906 1.40445 -0.394574 0.70332 -0.107993 
0.787 0.995129 -0.00444607 0.0799988 0.0574346 -1.11294 -0.230433 0.910106 0.131936 -2.37901 -0.0115501 -0.276045 0.0761179 1.40365 -0.417734 0.703998 -0.10975 
0.788 0.995085 -0.0045296 0.0800331 0.0581437 -1.11281 -0.232811 0.910094 0.131416 -2.37836 -0.0115904 -0.276282 0.08108 1.40284 -0.440947 0.704753 -0.111465 
0.789 0.99504 -0.00461343 0.0800698 0.0588523 -1.11268 -0.235189 0.910083 0.130872 -2.37771 -0.0116288 -0.276515 0.086077 1.40203 -0.464214 0.705585 -0.113138 
0.79 0.994994 -0.00469755 0.0801089 0.0595605 -1.11255 -0.237567 0.910071 0.130304 -2.37707 -0.011665 -0.276745 0.0911089 1.40122 -0.487533 0.706497 -0.114769 
0.791 0.994948 -0.00478197 0.0801505 0.0602683 -1.11242 -0.239944 0.910059 0.129711 -2.37643 -0.0116991 -0.27697 0.0961756 1.40039 -0.510906 0.70749 -0.116359 
0.792 0.994901 -0.00486668 0.0801946 0.0609756 -1.11229 -0.24232 0.910047 0.129095 -2.37579 -0.0117309 -0.277192 0.101277 1.39957 -0.534332 0.708566 -0.117906 
0.793 0.994853 -0.00495168 0.0802412 0.0616824 -1.11216 -0.244695 0.910036 0.128454 -2.37515 -0.0117605 -0.27741 0.106414 1.39874 -0.557812 0.709727 -0.119411 
0.794 0.994804 -0.00503699 0.0802903 0.0623888 -1.11203 -0.24707 0.910024 0.127789 -2.37452 -0.0117878 -0.277624 0.111585 1.3979 -0.581345 0.710973 -0.120874 
0.795 0.994755 -0.00512259 0.0803419 0.0630948 -1.1119 -0.249444 0.910012 0.127099 -2.37389 -0.0118126 -0.277834 0.116791 1.39706 -0.604931 0.712307 -0.122294 
0.796 0.994705 -0.00520849 0.0803961 0.0638003 -1.11178 -0.251818 0.91 0.126385 -2.37326 -0.0118351 -0.278038 0.122033 1.39621 -0.628571 0.713731 -0.123672 
0.797 0.994655 -0.00529469 0.0804529 0.0645053 -1.11165 -0.254191 0.909988 0.125647 -2.37264 -0.011855 -0.278239 0.127309 1.39536 -0.652264 0.715245 -0.125007 
0.798 0.994604 -0.00538119 0.0805122 0.0652099 -1.11152 -0.256563 0.909977 0.124884 -2.37202 -0.0118724 -0.278434 0.132619 1.39451 -0.676011 0.716852 -0.1263 
0.799 0.994552 -0.005468 0.0805741 0.065914 -1.1114 -0.258935 0.909965 0.124096 -2.3714 -0.0118871 -0.278624 0.137965 1.39365 -0.699811 0.718553 -0.127551 
0.8 0.994499 -0.0055551 0.0806387 0.0666176 -1.11128 -0.261306 0.909953 0.123284 -2.37078 -0.0118992 -0.278809 0.143346 1.39278 -0.723665 0.72035 -0.128758 
0.801 0.994446 -0.00564251 0.0807058 0.0673208 -1.11115 -0.263676 0.909941 0.122458 -2.37017 -0.0119088 -0.278987 0.148717 1.39191 -0.72842 0.704224 -0.127521 
0.802 0.994392 -0.00573021 0.0807756 0.0680235 -1.11103 -0.266046 0.909929 0.121629 -2.36958 -0.0119164 -0.279159 0.154036 1.39101 -0.733148 0.688131 -0.126243 
0.803 0.994337 -0.00581822 0.080848 0.0687257 -1.11091 -0.268416 0.909917 0.120797 -2.36901 -0.0119218 -0.279323 0.159302 1.3901 -0.73785 0.67207 -0.124922 
0.804 0.994282 -0.00590652 0.0809229 0.0694274 -1.11079 -0.270784 0.909905 0.119961 -2.36846 -0.0119251 -0.27948 0.164515 1.38917 -0.742525 0.656038 -0.123561 
0.805 0.994226 -0.00599511 0.0810003 0.0701286 -1.11067 -0.273152 0.909893 0.119123 -2.36792 -0.0119262 -0.279629 0.169676 1.38822 -0.747174 0.640035 -0.122158 
0.806 0.994169 -0.00608398 0.0810803 0.0708292 -1.11055 -0.27552 0.909881 0.118282 -2.3674 -0.011925 -0.27977 0.174783 1.38725 -0.751795 0.624058 -0.120716 
0.807 0.994112 -0.00617314 0.0811627 0.0715293 -1.11043 -0.277887 0.909869 0.117439 -2.3669 -0.0119215 -0.279904 0.179838 1.38626 -0.75639 0.608108 -0.119234 
0.808 0.994054 -0.00626259 0.0812476 0.0722289 -1.11032 -0.280254 0.909857 0.116593 -2.36642 -0.0119156 -0.28003 0.18484 1.38525 -0.760958 0.592181 -0.117712 
0.809 0.993995 -0.00635231 0.0813349 0.0729279 -1.1102 -0.28262 0.909846 0.115744 -2.36595 -0.0119074 -0.280149 0.189789 1.38423 -0.765499 0.576278 -0.116152 
0.81 0.993935 -0.00644231 0.0814246 0.0736264 -1.11008 -0.284986 0.909834 0.114893 -2.36551 -0.0118967 -0.280259 0.194685 1.38319 -0.770013 0.560397 -0.114554 
0.811 0.993875 -0.00653258 0.0815167 0.0743243 -1.10997 -0.287351 0.909822 0.114039 -2.36507 -0.0118836 -0.280361 0.199528 1.38212 -0.7745 0.544536 -0.112918 
0.812 0.993815 -0.00662311 0.0816111 0.0750216 -1.10986 -0.289716 0.90981 0.113183 -2.36466 -0.011868 -0.280455 0.204319 1.38104 -0.77896 0.528694 -0.111245 
0.813 0.993753 -0.00671392 0.0817078 0.0757183 -1.10974 -0.29208 0.909798 0.112325 -2.36427 -0.0118498 -0.280541 0.209056 1.37995 -0.783393 0.512871 -0.109535 
0.814 0.993691 -0.00680498 0.0818069 0.0764144 -1.10963 -0.294445 0.909786 0.111464 -2.36389 -0.0118291 -0.280618 0.213741 1.37883 -0.787799 0.497064 -0.10779 
0.815 0.993628 -0.0068963 0.0819082 0.07711 -1.10952 -0.296808 0.909774 0.110602 -2.36353 -0.0118057 -0.280688 0.218373 1.3777 -0.792178 0.481273 -0.106009 
0.816 0.993565 -0.00698787 0.0820117 0.0778048 -1.10941 -0.299172 0.909763 0.109737 -2.36318 -0.0117797 -0.280748 0.222952 1.37654 -0.79653 0.465496 -0.104193 
0.817 0.993501 -0.00707969 0.0821174 0.0784991 -1.1093 -0.301535 0.909751 0.108871 -2.36286 -0.0117509 -0.2808 0.227478 1.37537 -0.800856 0.449733 -0.102344 
0.818 0.993436 -0.00717176 0.0822254 0.0791927 -1.10919 -0.303897 0.909739 0.108002 -2.36255 -0.0117195 -0.280844 0.231951 1.37418 -0.805154 0.433982 -0.10046 
0.819 0.993371 -0.00726407 0.0823355 0.0798857 -1.10909 -0.30626 0.909727 0.107132 -2.36226 -0.0116853 -0.280879 0.236372 1.37297 -0.809426 0.418243 -0.0985442 
0.82 0.993305 -0.00735661 0.0824477 0.080578 -1.10898 -0.308622 0.909716 0.10626 -2.36198 -0.0116482 -0.280905 0.240739 1.37175 -0.813671 0.402513 -0.0965958 
0.821 0.993239 -0.00744939 0.082562 0.0812696 -1.10887 -0.310984 0.909704 0.105387 -2.36173 -0.0116084 -0.280923 0.245054 1.3705 -0.81789 0.386792 -0.0946159 
0.822 0.993172 -0.0075424 0.0826785 0.0819606 -1.10877 -0.313345 0.909692 0.104512 -2.36149 -0.0115657 -0.280931 0.249316 1.36924 -0.822082 0.371079 -0.0926051 
0.823 0.993104 -0.00763563 0.082797 0.0826509 -1.10866 -0.315707 0.909681 0.103635 -2.36126 -0.01152 -0.280931 0.253525 1.36796 -0.826248 0.355374 -0.0905641 
0.824 0.993035 -0.00772908 0.0829175 0.0833405 -1.10856 -0.318068 0.909669 0.102757 -2.36106 -0.0114715 -0.280921 0.257681 1.36666 -0.830387 0.339674 -0.0884936 
0.825 0.992966 -0.00782275 0.08304 0.0840293 -1.10846 -0.320429 0.909658 0.101878 -2.36087 -0.01142 -0.280903 0.261784 1.36534 -0.834501 0.323979 -0.0863944 
0.826 0.992897 -0.00791663 0.0831645 0.0847175 -1.10836 -0.32279 0.909647 0.100998 -2.3607 -0.0113655 -0.280876 0.265834 1.36401 -0.838589 0.308288 -0.0842671 
0.827 0.992826 -0.00801071 0.0832909 0.0854049 -1.10826 -0.32515 0.909635 0.100116 -2.36055 -0.0113079 -0.280839 0.269831 1.36265 -0.842651 0.292601 -0.0821125 
0.828 0.992756 -0.008105 0.0834193 0.0860916 -1.10816 -0.327511 0.909624 0.0992335 -2.36041 -0.0112473 -0.280793 0.273775 1.36128 -0.846687 0.276915 -0.0799314 
0.829 0.992684 -0.00819948 0.0835496 0.0867775 -1.10806 -0.329871 0.909613 0.0983498 -2.3603 -0.0111836 -0.280738 0.277667 1.35989 -0.850699 0.261231 -0.0777245 
0.83 0.992612 -0.00829416 0.0836817 0.0874627 -1.10796 -0.332231 0.909602 0.0974652 -2.3602 -0.0111169 -0.280674 0.281505 1.35848 -0.854685 0.245548 -0.0754925 
0.831 0.992539 -0.00838902 0.0838157 0.0881471 -1.10786 -0.334591 0.909591 0.0965797 -2.36011 -0.0110469 -0.280601 0.285291 1.35706 -0.858646 0.229864 -0.0732363 
0.832 0.992466 -0.00848407 0.0839515 0.0888308 -1.10777 -0.336951 0.90958 0.0956935 -2.36005 -0.0109738 -0.280518 0.289023 1.35561 -0.862583 0.214179 -0.0709566 
0.833 0.992392 -0.00857929 0.0840891 0.0895136 -1.10767 -0.339312 0.909569 0.0948066 -2.36 -0.0108976 -0.280426 0.292703 1.35415 -0.866496 0.198492 -0.0686544 
0.834 0.992318 -0.00867469 0.0842285 0.0901957 -1.10758 -0.341671 0.909558 0.093919 -2.35997 -0.0108181 -0.280324 0.296329 1.35267 -0.870384 0.182802 -0.0663302 
0.835 0.992243 -0.00877026 0.0843696 0.0908769 -1.10748 -0.344031 0.909547 0.0930309 -2.35995 -0.0107353 -0.280213 0.299903 1.35117 -0.874249 0.167108 -0.0639851 
0.836 0.992167 -0.00886599 0.0845124 0.0915574 -1.10739 -0.346391 0.909536 0.0921423 -2.35995 -0.0106493 -0.280093 0.303424 1.34966 -0.87809 0.15141 -0.0616199 
0.837 0.992091 -0.00896187 0.084657 0.092237 -1.1073 -0.348751 0.909526 0.0912533 -2.35997 -0.0105601 -0.279963 0.306891 1.34812 -0.881909 0.135707 -0.0592354 
0.838 0.992015 -0.00905791 0.0848032 0.0929158 -1.10721 -0.351111 0.909515 0.090364 -2.36001 -0.0104675 -0.279823 0.310306 1.34657 -0.885704 0.119999 -0.0568324 
0.839 0.991937 -0.0091541 0.084951 0.0935937 -1.10712 -0.353471 0.909505 0.0894745 -2.36007 -0.0103716 -0.279674 0.313668 1.345 -0.889477 0.104284 -0.0544118 
0.84 0.99186 -0.00925043 0.0851004 0.0942708 -1.10703 -0.355831 0.909494 0.0885847 -2.36014 -0.0102723 -0.279516 0.316976 1.34341 -0.893228 0.0885617 -0.0519746 
0.841 0.991781 -0.00934689 0.0852515 0.0949471 -1.10694 -0.358192 0.909484 0.0876949 -2.36023 -0.0101697 -0.279347 0.320232 1.34181 -0.896957 0.0728319 -0.0495216 
0.842 0.991702 -0.00944349 0.085404 0.0956224 -1.10685 -0.360552 0.909474 0.086805 -2.36033 -0.0100637 -0.27917 0.323435 1.34018 -0.900665 0.0570938 -0.0470538 
0.843 0.991623 -0.00954022 0.0855582 0.0962969 -1.10677 -0.362912 0.909464 0.0859152 -2.36046 -0.00995431 -0.278982 0.326584 1.33854 -0.904352 0.0413466 -0.044572 
0.844 0.991543 -0.00963706 0.0857138 0.0969705 -1.10668 -0.365273 0.909454 0.0850255 -2.3606 -0.00984149 -0.278785 0.329681 1.33688 -0.908019 0.02559 -0.0420772 
0.845 0.991462 -0.00973402 0.0858709 0.0976432 -1.1066 -0.367634 0.909444 0.0841359 -2.36076 -0.00972525 -0.278579 0.332725 1.3352 -0.911665 0.00982327 -0.0395702 
0.846 0.991381 -0.00983109 0.0860295 0.098315 -1.10651 -0.369994 0.909435 0.0832467 -2.36093 -0.00960556 -0.278362 0.335715 1.3335 -0.915292 -0.00595409 -0.0370522 
0.847 0.991299 -0.00992827 0.0861894 0.0989858 -1.10643 -0.372355 0.909425 0.0823577 -2.36112 -0.00948242 -0.278136 0.338653 1.33179 -0.9189 -0.0217426 -0.034524 
0.848 0.991217 -0.0100255 0.0863508 0.0996558 -1.10635 -0.374717 0.909416 0.0814691 -2.36133 -0.0093558 -0.277901 0.341537 1.33006 -0.922489 -0.0375428 -0.0319866 
0.849 0.991135 -0.0101229 0.0865136 0.100325 -1.10627 -0.377078 0.909406 0.0805811 -2.36156 -0.0092257 -0.277655 0.344368 1.32831 -0.926061 -0.0533551 -0.029441 
0.85 0.991051 -0.0102204 0.0866777 0.100993 -1.10619 -0.37944 0.909397 0.0796935 -2.36181 -0.00909211 -0.2774 0.347147 1.32654 -0.929614 -0.06918 -0.0268882 
0.851 0.990968 -0.0103179 0.0868432 0.10166 -1.10611 -0.381802 0.909388 0.0788065 -2.36207 -0.00895501 -0.277136 0.349872 1.32475 -0.933151 -0.085018 -0.0243291 
0.852 0.990884 -0.0104155 0.0870099 0.102326 -1.10603 -0.384164 0.909379 0.0779202 -2.36235 -0.0088144 -0.276861 0.352544 1.32295 -0.936671 -0.100869 -0.0217649 
0.853 0.990799 -0.0105132 0.087178 0.102991 -1.10595 -0.386526 0.909371 0.0770347 -2.36264 -0.00867028 -0.276577 0.355163 1.32112 -0.940175 -0.116735 -0.0191965 
0.854 0.990714 -0.010611 0.0873472 0.103655 -1.10588 -0.388889 0.909362 0.0761499 -2.36296 -0.00852263 -0.276283 0.357729 1.31928 -0.943664 -0.132614 -0.0166249 
0.855 0.990628 -0.0107088 0.0875177 0.104319 -1.1058 -0.391252 0.909354 0.075266 -2.36329 -0.00837144 -0.27598 0.360241 1.31743 -0.947138 -0.148508 -0.0140513 
0.856 0.990542 -0.0108066 0.0876894 0.104981 -1.10573 -0.393616 0.909345 0.074383 -2.36364 -0.00821672 -0.275667 0.362701 1.31555 -0.950598 -0.164417 -0.0114766 
0.857 0.990455 -0.0109045 0.0878623 0.105642 -1.10565 -0.39598 0.909337 0.073501 -2.364 -0.00805846 -0.275345 0.365107 1.31366 -0.954044 -0.180342 -0.00890199 
0.858 0.990368 -0.0110025 0.0880363 0.106302 -1.10558 -0.398344 0.909329 0.0726201 -2.36439 -0.00789666 -0.275012 0.367461 1.31174 -0.957478 -0.196282 -0.00632846 
0.859 0.99028 -0.0111005 0.0882114 0.106961 -1.10551 -0.400708 0.909321 0.0717403 -2.36479 -0.00773131 -0.27467 0.369761 1.30981 -0.9609 -0.212238 -0.00375713 
0.86 0.990192 -0.0111985 0.0883876 0.107619 -1.10544 -0.403073 0.909314 0.0708617 -2.3652 -0.00756241 -0.274319 0.372008 1.30787 -0.96431 -0.228209 -0.00118909 
0.861 0.990103 -0.0112965 0.0885648 0.108276 -1.10537 -0.405439 0.909306 0.0699843 -2.36564 -0.00738997 -0.273958 0.374202 1.3059 -0.967709 -0.244198 0.00137454 
0.862 0.990014 -0.0113946 0.0887432 0.108932 -1.1053 -0.407805 0.909299 0.0691082 -2.36609 -0.00721399 -0.273587 0.376343 1.30392 -0.971098 -0.260202 0.00393265 
0.863 0.989925 -0.0114927 0.0889225 0.109587 -1.10523 -0.410171 0.909292 0.0682335 -2.36656 -0.00703446 -0.273207 0.37843 1.30192 -0.974478 -0.276224 0.00648411 
0.864 0.989835 -0.0115908 0.0891028 0.110241 -1.10516 -0.412538 0.909285 0.0673601 -2.36705 -0.0068514 -0.272818 0.380464 1.2999 -0.97785 -0.292263 0.00902778 
0.865 0.989745 -0.0116888 0.0892841 0.110894 -1.10509 -0.414905 0.909278 0.0664883 -2.36755 -0.0066648 -0.272419 0.382446 1.29786 -0.981213 -0.308318 0.0115625 
0.866 0.989654 -0.0117869 0.0894663 0.111545 -1.10503 -0.417273 0.909272 0.0656179 -2.36808 -0.00647467 -0.27201 0.384374 1.2958 -0.98457 -0.324391 0.0140872 
0.867 0.989562 -0.011885 0.0896494 0.112196 -1.10496 -0.419641 0.909265 0.0647492 -2.36862 -0.00628102 -0.271592 0.386248 1.29373 -0.98792 -0.340482 0.0166005 
0.868 0.989471 -0.011983 0.0898334 0.112845 -1.1049 -0.42201 0.909259 0.0638821 -2.36917 -0.00608386 -0.271165 0.38807 1.29164 -0.991265 -0.356589 0.0191015 
0.869 0.989379 -0.012081 0.0900182 0.113494 -1.10483 -0.42438 0.909253 0.0630167 -2.36975 -0.00588319 -0.270728 0.389838 1.28953 -0.994606 -0.372715 0.0215888 
0.87 0.989286 -0.012179 0.0902039 0.114141 -1.10477 -0.42675 0.909247 0.062153 -2.37034 -0.00567903 -0.270282 0.391553 1.2874 -0.997943 -0.388858 0.0240613 
0.871 0.989193 -0.012277 0.0903904 0.114787 -1.10471 -0.42912 0.909242 0.0612911 -2.37095 -0.00547138 -0.269827 0.393215 1.28526 -1.00128 -0.405018 0.0265177 
0.872 0.9891 -0.0123749 0.0905777 0.115432 -1.10465 -0.431492 0.909236 0.060431 -2.37158 -0.00526026 -0.269362 0.394824 1.2831 -1.00461 -0.421197 0.0289569 
0.873 0.989006 -0.0124728 0.0907657 0.116076 -1.10459 -0.433863 0.909231 0.0595728 -2.37222 -0.00504568 -0.268888 0.396379 1.28091 -1.00794 -0.437393 0.0313776 
0.874 0.988912 -0.0125706 0.0909545 0.116718 -1.10453 -0.436236 0.909226 0.0587166 -2.37288 -0.00482765 -0.268405 0.397881 1.27872 -1.01127 -0.453607 0.0337786 
0.875 0.988817 -0.0126683 0.0911439 0.11736 -1.10447 -0.438609 0.909221 0.0578623 -2.37356 -0.0046062 -0.267913 0.39933 1.2765 -1.0146 -0.469838 0.0361586 
0.876 0.988722 -0.012766 0.091334 0.118 -1.10441 -0.440983 0.909217 0.0570101 -2.37426 -0.00438133 -0.267412 0.400726 1.27426 -1.01794 -0.486087 0.0385164 
0.877 0.988627 -0.0128636 0.0915248 0.118639 -1.10436 -0.443358 0.909213 0.0561599 -2.37497 -0.00415307 -0.266902 0.402068 1.27201 -1.02128 -0.502353 0.0408507 
0.878 0.988531 -0.0129612 0.0917162 0.119277 -1.1043 -0.445733 0.909209 0.0553119 -2.3757 -0.00392143 -0.266382 0.403357 1.26974 -1.02462 -0.518637 0.0431602 
0.879 0.988435 -0.0130586 0.0919082 0.119913 -1.10425 -0.448109 0.909205 0.054466 -2.37645 -0.00368643 -0.265854 0.404593 1.26745 -1.02796 -0.534939 0.0454437 
0.88 0.988338 -0.013156 0.0921008 0.120548 -1.10419 -0.450486 0.909201 0.0536222 -2.37722 -0.0034481 -0.265317 0.405775 1.26514 -1.03131 -0.551257 0.0476998 
0.881 0.988241 -0.0132532 0.0922939 0.121183 -1.10414 -0.452864 0.909198 0.0527807 -2.37801 -0.00320645 -0.264771 0.406904 1.26282 -1.03467 -0.567592 0.0499272 
0.882 0.988144 -0.0133504 0.0924876 0.121815 -1.10409 -0.455242 0.909195 0.0519415 -2.37881 -0.00296151 -0.264216 0.40798 1.26048 -1.03804 -0.583944 0.0521247 
